x,y,cell_type,prolif_score_wt,prolif_score_ko,qsc_score_wt,qsc_score_ko,delta_prolif,delta_qsc
5.6182494,4.880519,proliferative,2.58,1.26,3.72,4.59,-1.32,0.8699999999999997
4.8469815,7.0547605,proliferative,0.6,1.11,3.74,3.84,0.5100000000000001,0.0999999999999996
3.7355595,1.5241598,proliferative,0.49,0.59,3.96,3.31,0.0999999999999999,-0.6499999999999999
4.6329436,1.9085822,proliferative,1.56,0.93,4.81,4.56,-0.63,-0.25
6.0822325,7.8842416,proliferative,1.38,1.21,3.61,4.74,-0.1699999999999999,1.1300000000000003
5.5284395,2.8700018,proliferative,0.41,1.32,3.52,4.13,0.91,0.6099999999999999
3.315648,2.1901796,proliferative,0.58,0.67,4.05,5.0,0.09,0.9500000000000002
6.412335,7.432864,proliferative,0.53,0.71,3.65,4.62,0.1799999999999999,0.9700000000000002
7.4523187,5.610935,proliferative,0.52,1.0,3.58,3.45,0.48,-0.1299999999999999
8.052985,7.872876,proliferative,0.83,2.42,4.28,3.87,1.59,-0.4100000000000001
7.1453614,3.9716115,proliferative,0.62,1.58,3.46,4.52,0.96,1.0599999999999996
8.687288,6.8188686,proliferative,0.42,0.87,3.57,3.6,0.45,0.0300000000000002
8.055491,3.0975177,proliferative,0.67,0.86,3.86,4.67,0.1899999999999999,0.81
3.9261923,2.6722324,proliferative,0.78,0.96,4.13,3.67,0.1799999999999999,-0.4599999999999999
5.9493537,4.605676,proliferative,1.09,1.03,3.37,3.73,-0.06,0.3599999999999999
5.424705,7.3251863,proliferative,1.37,1.32,4.53,3.85,-0.05,-0.6800000000000002
5.1084676,3.5355453,proliferative,0.94,1.19,3.65,3.09,0.25,-0.56
8.567787,8.089382,proliferative,0.74,0.68,4.31,3.1,-0.0599999999999999,-1.2099999999999995
6.455848,3.6885846,proliferative,1.12,2.06,4.54,4.71,0.94,0.1699999999999999
8.110525,4.2437673,proliferative,0.8,0.58,5.2,3.66,-0.22,-1.54
5.7871737,2.4638352,proliferative,1.89,1.31,4.16,3.28,-0.5799999999999998,-0.8800000000000003
5.356711,2.703388,proliferative,0.61,0.71,3.49,4.09,0.0999999999999999,0.5999999999999996
7.330121,3.0305932,proliferative,0.7,0.72,3.58,4.52,0.02,0.9399999999999996
8.750715,6.6229205,proliferative,0.46,0.94,4.07,4.27,0.4799999999999999,0.1999999999999993
6.65518,3.4480033,proliferative,1.07,0.79,3.74,4.16,-0.28,0.4199999999999999
8.674662,3.6327915,proliferative,1.27,0.95,2.99,3.95,-0.32,0.96
5.4420447,2.1067066,proliferative,0.71,0.65,3.2,3.85,-0.0599999999999999,0.6499999999999999
6.0258183,1.913054,proliferative,0.64,0.73,4.68,4.34,0.0899999999999999,-0.3399999999999998
7.270022,9.01662,proliferative,0.74,0.78,3.65,5.17,0.04,1.52
3.4557145,2.4522545,proliferative,0.83,1.33,5.35,4.05,0.5000000000000001,-1.2999999999999998
8.029918,3.9772718,proliferative,0.84,0.74,3.43,2.8,-0.0999999999999999,-0.6300000000000003
7.2313566,5.536976,proliferative,1.01,1.01,2.87,4.03,0.0,1.16
8.351239,7.2617664,proliferative,1.15,1.59,4.29,3.72,0.4400000000000001,-0.5699999999999998
8.2199545,5.4310994,proliferative,0.93,0.57,3.57,3.2,-0.3600000000000001,-0.3699999999999996
6.4879146,6.786129,proliferative,2.59,1.72,4.41,4.59,-0.8699999999999999,0.1799999999999997
6.4227214,2.3664887,proliferative,1.1,0.5,3.64,3.05,-0.6000000000000001,-0.5900000000000003
5.34208,6.3601704,proliferative,0.87,0.66,2.62,3.78,-0.2099999999999999,1.1599999999999997
5.418507,5.169348,proliferative,2.21,1.08,3.88,3.57,-1.13,-0.31
8.6065235,7.3740387,proliferative,0.91,0.57,3.78,3.43,-0.3400000000000001,-0.3499999999999996
5.4095697,3.7474022,proliferative,0.92,0.68,4.08,3.47,-0.24,-0.6099999999999999
4.5469894,6.6236563,proliferative,1.97,0.82,3.46,3.91,-1.15,0.4500000000000002
8.542389,5.5145493,proliferative,0.59,0.59,4.17,3.02,0.0,-1.15
7.1937733,1.5328817,proliferative,1.04,0.71,3.42,3.52,-0.33,0.1
8.191589,3.340781,proliferative,2.31,1.74,4.36,3.4,-0.5700000000000001,-0.9600000000000004
7.0788765,6.940327,proliferative,0.97,0.58,4.27,4.96,-0.39,0.6900000000000004
3.4330025,2.196423,proliferative,0.63,0.95,3.43,3.52,0.3199999999999999,0.0899999999999998
6.003425,2.1056695,proliferative,0.65,0.45,3.38,2.7,-0.2,-0.6799999999999997
6.4922953,8.279081,proliferative,0.66,0.56,3.39,3.86,-0.0999999999999999,0.4699999999999997
3.743329,1.6477162,proliferative,0.83,0.86,3.58,3.8,0.03,0.2199999999999997
7.65472,7.3471203,proliferative,0.76,0.56,4.34,3.8,-0.1999999999999999,-0.54
4.5179043,0.6046102,proliferative,1.03,1.57,3.2,3.62,0.54,0.4199999999999999
5.7095723,2.702008,proliferative,2.82,1.18,3.3,4.47,-1.64,1.17
8.25593,1.7509965,proliferative,1.25,0.52,3.75,3.55,-0.73,-0.2000000000000001
3.494925,7.2102437,proliferative,0.97,1.2,3.74,4.6,0.2299999999999999,0.8599999999999994
8.294105,5.0316305,proliferative,1.24,1.59,4.61,4.08,0.3500000000000001,-0.5300000000000002
7.0628853,4.629277,proliferative,0.93,0.43,3.92,3.17,-0.5,-0.75
4.6747756,2.5459435,proliferative,2.51,0.9,4.07,5.09,-1.61,1.0199999999999996
6.906911,3.9520822,proliferative,0.96,0.99,3.66,3.35,0.03,-0.31
6.952307,8.385063,proliferative,0.75,0.6,3.03,3.55,-0.15,0.52
8.243215,8.585935,proliferative,0.72,0.76,3.84,3.48,0.04,-0.3599999999999999
8.715294,4.2382965,proliferative,0.75,1.2,3.46,2.96,0.4499999999999999,-0.5
8.4938345,5.122147,proliferative,1.49,1.02,3.89,3.89,-0.47,0.0
8.553382,4.801633,proliferative,0.56,0.66,3.62,4.7,0.0999999999999999,1.08
4.7610745,2.381283,proliferative,1.11,1.14,3.54,3.72,0.0299999999999998,0.1800000000000001
4.9862647,6.3968754,proliferative,2.57,2.82,3.99,3.97,0.25,-0.02
8.615253,6.8710437,proliferative,0.94,0.69,3.94,3.7,-0.25,-0.2399999999999997
7.1173544,5.114385,proliferative,2.06,2.37,3.75,3.42,0.31,-0.33
7.912911,5.323313,proliferative,0.98,1.86,3.49,2.96,0.8800000000000001,-0.5300000000000002
6.8287954,2.7494562,proliferative,0.49,0.96,3.68,4.36,0.47,0.6800000000000002
8.661683,7.3796034,proliferative,0.88,0.7,3.93,3.55,-0.18,-0.3800000000000003
3.514741,5.5399904,proliferative,0.84,1.85,4.29,3.78,1.0100000000000002,-0.5100000000000002
7.692374,2.8621132,proliferative,2.01,1.82,3.31,4.22,-0.1899999999999997,0.9099999999999996
8.143193,4.569514,proliferative,0.87,0.94,3.8,3.3,0.0699999999999999,-0.5
5.988225,2.4324832,proliferative,0.85,0.88,3.67,4.04,0.03,0.3700000000000001
8.513941,7.834689,proliferative,0.75,1.0,4.45,4.9,0.25,0.4500000000000002
8.573679,7.2694955,proliferative,0.54,0.72,4.22,3.32,0.1799999999999999,-0.8999999999999999
3.962905,5.949786,proliferative,0.8,0.66,4.51,3.7,-0.14,-0.8099999999999996
8.252579,2.7826679,proliferative,0.67,0.54,4.25,3.29,-0.13,-0.96
7.0420527,8.817957,proliferative,0.94,0.55,3.62,3.82,-0.3899999999999999,0.1999999999999997
6.3350744,6.137382,proliferative,1.02,2.54,4.31,3.35,1.52,-0.9599999999999996
6.985567,7.6129646,proliferative,1.06,0.65,3.94,4.56,-0.41,0.6199999999999997
7.8024497,2.4891307,proliferative,0.86,0.59,4.91,2.95,-0.27,-1.96
6.8301663,2.3643663,proliferative,0.48,0.93,3.9,4.37,0.45,0.4700000000000002
7.462623,2.9482117,proliferative,0.91,0.9,4.36,2.88,-0.01,-1.4800000000000004
3.9146085,1.2415866,proliferative,0.86,0.97,2.92,3.44,0.1099999999999999,0.52
4.5142016,1.7872953,proliferative,0.8,1.46,3.36,4.77,0.6599999999999999,1.4099999999999997
7.0072784,8.845595,proliferative,1.72,1.12,3.84,2.65,-0.5999999999999999,-1.19
7.187298,8.527875,proliferative,1.09,1.1,4.57,4.12,0.01,-0.4500000000000002
4.7015457,2.4646335,proliferative,1.41,1.48,3.44,5.56,0.07,2.1199999999999997
8.085157,8.141336,proliferative,0.86,1.33,3.83,4.17,0.4700000000000001,0.3399999999999998
3.0560696,1.3766685,proliferative,0.99,1.07,4.25,4.69,0.08,0.4400000000000004
6.9130516,5.6891828,proliferative,1.36,1.69,4.84,3.78,0.3299999999999998,-1.06
8.12357,5.243309,proliferative,0.77,0.6,3.54,4.33,-0.17,0.79
8.141333,2.97668,proliferative,2.21,2.11,4.18,3.59,-0.1,-0.5899999999999999
9.01052,6.3926506,proliferative,0.87,0.38,3.65,3.51,-0.49,-0.1400000000000001
7.4982586,2.95369,proliferative,0.64,1.13,4.11,3.58,0.4899999999999999,-0.5300000000000002
4.385955,2.2883937,proliferative,0.61,0.7,3.62,3.04,0.0899999999999999,-0.5800000000000001
5.8272586,1.750688,proliferative,0.64,0.89,4.21,4.53,0.25,0.3200000000000003
4.732532,7.026578,proliferative,0.82,0.84,2.31,3.46,0.02,1.15
8.408135,1.6196898,proliferative,0.96,0.99,3.66,3.28,0.03,-0.3800000000000003
8.629168,5.2855763,proliferative,0.62,0.69,4.47,3.45,0.0699999999999999,-1.0199999999999996
5.8443108,2.8004062,proliferative,0.71,1.93,4.1,3.35,1.22,-0.7499999999999996
8.624011,2.746743,proliferative,0.43,0.52,5.4,3.28,0.09,-2.120000000000001
8.446414,5.6183963,proliferative,0.95,2.81,4.11,3.78,1.86,-0.3300000000000005
4.5870285,2.1000392,proliferative,1.04,1.58,3.79,4.01,0.54,0.2199999999999997
8.70445,4.22147,proliferative,0.67,1.04,3.17,3.58,0.37,0.4100000000000001
8.227546,8.106646,proliferative,1.82,0.56,3.33,2.73,-1.26,-0.6000000000000001
8.485516,4.1543155,proliferative,1.08,0.94,4.29,3.63,-0.1400000000000001,-0.6600000000000001
7.883008,2.622308,proliferative,1.74,0.7,3.98,4.8,-1.04,0.8199999999999998
8.023466,5.703459,proliferative,0.67,0.84,3.66,3.49,0.1699999999999999,-0.1699999999999999
5.382793,3.9872525,proliferative,1.03,1.18,3.38,3.37,0.1499999999999999,-0.0099999999999997
6.4776998,3.0026197,proliferative,1.67,2.51,4.32,3.19,0.8399999999999999,-1.1300000000000003
4.031299,1.6688863,proliferative,0.8,0.78,3.46,4.01,-0.02,0.5499999999999998
8.081467,7.503886,proliferative,1.16,1.03,4.47,3.91,-0.1299999999999999,-0.5599999999999996
7.968088,3.390618,proliferative,0.54,0.67,3.79,4.19,0.13,0.4000000000000003
7.0702357,4.962676,proliferative,0.75,0.82,4.3,3.07,0.0699999999999999,-1.23
7.969756,1.6458869,proliferative,0.62,1.2,3.98,4.32,0.58,0.3400000000000003
7.5787525,1.3032154,proliferative,0.58,0.63,4.63,4.98,0.05,0.3500000000000005
5.6434884,2.968564,proliferative,0.72,0.48,4.51,4.69,-0.24,0.1800000000000006
8.263902,8.044326,proliferative,0.85,0.57,3.92,4.04,-0.28,0.1200000000000001
4.7672606,2.647579,proliferative,0.35,1.04,5.0,4.5,0.6900000000000001,-0.5
7.1685557,5.9191637,proliferative,1.4,0.58,5.01,3.9,-0.82,-1.11
3.6958668,2.5037167,proliferative,0.67,0.92,4.81,4.29,0.25,-0.5199999999999996
7.049711,9.10203,proliferative,0.61,0.99,4.48,5.31,0.38,0.8299999999999992
8.736365,6.708041,proliferative,2.15,2.0,4.3,5.49,-0.1499999999999999,1.1900000000000004
8.200949,7.579003,proliferative,0.45,1.33,5.57,3.78,0.8800000000000001,-1.7900000000000005
5.1805863,2.7885795,proliferative,0.66,2.39,5.83,4.98,1.73,-0.8499999999999996
6.554657,8.414522,proliferative,1.0,0.85,4.19,5.44,-0.15,1.25
5.1950073,1.9717407,proliferative,0.94,0.74,4.04,5.43,-0.1999999999999999,1.3899999999999997
7.592323,4.411295,proliferative,0.75,0.5,5.06,4.42,-0.25,-0.6399999999999997
6.6289268,8.904569,proliferative,0.9,0.87,4.54,6.43,-0.03,1.8899999999999997
8.694021,7.503327,proliferative,0.83,0.98,4.48,4.02,0.15,-0.4600000000000008
5.409475,1.0604844,proliferative,1.59,0.86,4.83,4.12,-0.7300000000000001,-0.71
7.8711233,4.986194,proliferative,1.04,0.58,4.3,4.06,-0.4600000000000001,-0.2400000000000002
7.6561,3.525944,proliferative,0.86,2.64,4.88,5.09,1.7800000000000002,0.2099999999999999
7.6866655,8.094157,proliferative,2.89,1.04,6.13,5.01,-1.85,-1.12
5.3236227,4.4062243,proliferative,0.76,0.78,3.41,3.54,0.02,0.1299999999999999
7.747586,6.0208316,proliferative,0.57,0.54,4.9,4.55,-0.0299999999999999,-0.3500000000000005
6.9643354,8.069597,proliferative,0.72,0.72,3.89,3.6,0.0,-0.29
8.6245575,2.045278,proliferative,0.52,0.54,5.39,4.71,0.02,-0.6799999999999997
6.1013627,8.320782,proliferative,1.11,1.85,5.62,4.74,0.74,-0.8799999999999999
8.515332,5.0727396,proliferative,1.06,1.11,4.6,4.16,0.05,-0.4399999999999995
6.766321,7.631643,proliferative,0.78,1.07,5.46,5.07,0.29,-0.3899999999999997
8.874437,4.679266,proliferative,0.76,0.72,4.68,4.25,-0.04,-0.4299999999999997
3.9196649,0.2936796,proliferative,0.84,0.84,4.31,4.76,0.0,0.4500000000000002
6.5326543,3.795407,proliferative,1.35,0.98,5.38,3.98,-0.3700000000000001,-1.4
5.4372816,4.1131473,proliferative,0.9,0.77,4.36,4.17,-0.13,-0.1900000000000004
8.731711,6.395032,proliferative,1.4,0.92,4.3,5.16,-0.4799999999999998,0.8600000000000003
7.401743,8.990107,proliferative,0.9,1.05,4.79,4.75,0.15,-0.04
7.9895377,5.5458593,proliferative,0.62,1.01,4.44,4.74,0.39,0.2999999999999998
5.4819217,3.0517807,proliferative,1.3,1.28,6.29,4.65,-0.02,-1.6399999999999997
4.812219,2.3068154,proliferative,0.59,0.39,5.06,5.53,-0.1999999999999999,0.4700000000000006
7.780849,5.941075,proliferative,0.91,1.13,4.74,4.39,0.2199999999999998,-0.3500000000000005
8.774748,6.622261,proliferative,1.03,0.42,5.1,4.2,-0.6100000000000001,-0.8999999999999995
5.046551,4.549073,proliferative,0.74,0.92,5.36,5.75,0.18,0.3899999999999997
5.2281694,0.041312244,proliferative,0.92,0.61,3.78,5.0,-0.31,1.2200000000000002
6.626341,8.036517,proliferative,0.66,0.77,5.46,4.41,0.1099999999999999,-1.0499999999999998
5.49086,1.5376778,proliferative,0.44,0.78,4.25,5.4,0.34,1.1500000000000004
5.3494463,1.6771026,proliferative,1.31,1.05,4.44,4.92,-0.26,0.4799999999999995
4.777737,2.5617044,proliferative,0.89,0.95,4.76,4.59,0.0599999999999999,-0.1699999999999999
3.4526274,2.5093703,proliferative,0.87,1.79,4.81,6.07,0.92,1.260000000000001
4.0093985,2.336785,proliferative,0.49,0.88,4.51,4.71,0.39,0.2000000000000001
5.567844,5.0342026,proliferative,1.53,1.38,4.71,5.01,-0.1500000000000001,0.2999999999999998
3.5522943,5.6680274,proliferative,0.61,0.81,4.33,4.31,0.2,-0.0200000000000004
7.898554,3.6871002,proliferative,0.75,1.36,5.14,4.62,0.6100000000000001,-0.5199999999999996
8.711746,5.246009,proliferative,2.08,1.19,4.92,3.71,-0.8900000000000001,-1.21
8.747878,4.879759,proliferative,1.18,0.83,4.95,3.37,-0.35,-1.58
7.869758,1.6366203,proliferative,0.67,1.51,5.51,5.82,0.84,0.3100000000000005
5.2558002,-0.10053137,proliferative,0.89,0.95,4.16,4.32,0.0599999999999999,0.1600000000000001
8.682737,6.94355,proliferative,0.65,0.7,5.1,4.15,0.0499999999999999,-0.9499999999999992
5.3035088,6.3957067,proliferative,0.93,0.53,4.2,6.47,-0.4,2.2699999999999996
2.967083,2.469269,proliferative,1.79,1.0,4.38,4.44,-0.79,0.0600000000000005
6.0855308,4.3178096,proliferative,0.53,0.74,4.7,5.34,0.2099999999999999,0.6399999999999997
5.1528873,3.6032398,proliferative,1.63,0.64,5.06,4.17,-0.99,-0.8899999999999997
6.0306783,8.034177,proliferative,0.88,0.71,4.64,4.49,-0.17,-0.1499999999999994
6.055434,3.879877,proliferative,0.87,0.55,4.02,5.83,-0.3199999999999999,1.8100000000000005
5.2803464,6.369147,proliferative,2.08,0.61,4.75,4.59,-1.4700000000000002,-0.1600000000000001
7.7586093,4.0500593,proliferative,1.43,0.99,4.02,7.05,-0.4399999999999999,3.03
3.9570425,2.2803078,proliferative,0.62,1.26,4.0,4.92,0.64,0.92
8.51649,5.576795,proliferative,0.68,0.88,3.85,4.93,0.1999999999999999,1.0799999999999996
3.4069815,3.0023992,proliferative,1.19,0.86,4.84,4.95,-0.3299999999999999,0.1100000000000003
4.375512,2.4910078,proliferative,0.91,1.17,5.28,5.17,0.2599999999999999,-0.1100000000000003
8.1098995,4.264388,proliferative,0.89,0.76,4.77,4.6,-0.13,-0.1699999999999999
6.542363,2.56017,proliferative,0.69,0.92,4.33,3.95,0.2300000000000001,-0.3799999999999999
8.38646,8.0760145,proliferative,1.06,0.85,4.23,4.35,-0.21,0.1199999999999992
3.581419,1.6451666,proliferative,0.7,0.44,5.24,4.28,-0.2599999999999999,-0.96
5.5797,2.253313,proliferative,0.87,0.69,7.16,3.71,-0.18,-3.45
4.5022955,1.5637269,proliferative,0.99,0.76,3.57,5.55,-0.2299999999999999,1.98
7.416554,2.8884332,proliferative,0.92,1.16,4.94,4.49,0.2399999999999998,-0.4500000000000002
9.099634,5.299754,proliferative,0.74,0.66,5.51,4.27,-0.0799999999999999,-1.2400000000000002
7.533606,3.2161856,proliferative,1.63,0.72,4.51,4.77,-0.91,0.2599999999999998
7.428311,8.318545,proliferative,2.07,2.02,5.17,5.67,-0.0499999999999998,0.5
7.672537,5.738008,proliferative,1.1,0.65,4.13,4.23,-0.45,0.1000000000000005
6.3737297,8.448656,proliferative,0.57,1.99,3.62,4.36,1.42,0.7400000000000002
7.3116584,6.19487,proliferative,0.82,1.32,3.84,4.27,0.5000000000000001,0.4299999999999997
6.4115043,3.3931408,proliferative,1.17,1.59,4.06,5.52,0.4200000000000001,1.46
8.574148,8.615142,proliferative,0.75,0.66,4.43,4.3,-0.0899999999999999,-0.1299999999999999
5.98571,3.4370089,proliferative,0.61,0.77,4.14,4.98,0.16,0.8400000000000007
5.8227816,3.1679473,proliferative,0.82,1.81,5.14,4.55,0.99,-0.5899999999999999
6.2990837,3.2273765,proliferative,0.47,0.66,4.57,4.58,0.19,0.0099999999999997
8.949674,6.6539493,proliferative,0.48,0.83,5.51,4.15,0.35,-1.3599999999999994
5.506013,2.721237,proliferative,0.74,0.49,4.7,4.73,-0.25,0.0300000000000002
8.320278,8.278875,proliferative,0.51,0.39,4.67,5.57,-0.12,0.9000000000000004
4.71924,1.7587914,proliferative,1.13,0.58,3.86,4.68,-0.5499999999999999,0.8199999999999998
5.069231,2.5076363,proliferative,0.79,1.04,4.22,4.57,0.25,0.3500000000000005
6.2420692,2.1775823,proliferative,0.39,1.69,5.05,4.83,1.2999999999999998,-0.2199999999999997
3.783212,2.461486,proliferative,1.0,1.73,4.9,5.02,0.73,0.1199999999999992
7.488082,4.4793463,proliferative,1.23,1.67,4.85,5.27,0.4399999999999999,0.4199999999999999
5.934548,2.1462848,proliferative,2.18,1.28,4.23,5.8,-0.9000000000000001,1.5699999999999994
7.3162923,8.193555,proliferative,0.78,0.93,4.64,4.68,0.15,0.04
7.7011085,5.756081,proliferative,0.88,1.77,4.77,4.97,0.89,0.2000000000000001
7.8589773,2.4828892,proliferative,0.56,0.89,3.64,5.27,0.3299999999999999,1.6299999999999994
7.854929,3.871416,proliferative,1.98,0.77,4.79,4.09,-1.21,-0.7000000000000002
6.552134,4.3319683,proliferative,0.78,1.51,4.5,4.17,0.73,-0.33
4.5237083,2.79153,proliferative,0.77,0.66,5.23,6.2,-0.1099999999999999,0.9699999999999998
5.9046464,2.2773118,proliferative,0.97,0.99,4.86,4.54,0.02,-0.3200000000000003
7.4850173,5.9357066,proliferative,0.67,1.01,4.27,4.93,0.3399999999999999,0.6600000000000001
8.842578,5.5006957,proliferative,0.64,1.2,4.18,4.98,0.5599999999999999,0.8000000000000007
4.6537576,2.611727,proliferative,2.35,0.82,6.3,4.15,-1.5300000000000002,-2.1499999999999995
4.9249763,0.16818905,proliferative,2.46,2.2,5.1,4.75,-0.2599999999999998,-0.3499999999999996
6.7978845,6.830361,proliferative,0.78,1.22,5.27,4.93,0.4399999999999999,-0.3399999999999998
0.21430752,6.4791193,proliferative,0.81,0.71,5.36,4.59,-0.1,-0.7700000000000005
8.195227,6.116304,proliferative,1.78,1.06,5.27,5.01,-0.72,-0.2599999999999998
4.737922,3.2485297,proliferative,0.75,0.71,4.66,5.23,-0.04,0.5700000000000003
4.1377378,2.2399995,proliferative,0.63,0.86,5.61,5.29,0.2299999999999999,-0.3200000000000003
8.655023,7.4490166,proliferative,0.85,0.87,4.26,4.35,0.02,0.0899999999999998
8.297445,3.6145966,proliferative,0.59,1.04,5.23,4.36,0.45,-0.8700000000000001
6.6663537,4.174329,proliferative,1.16,0.74,6.38,4.64,-0.4199999999999999,-1.7400000000000002
7.9440064,2.949852,proliferative,0.7,0.44,3.92,5.83,-0.2599999999999999,1.91
7.0608215,8.709146,proliferative,1.01,1.39,3.81,5.0,0.3799999999999999,1.19
7.552601,2.617539,proliferative,0.6,0.49,3.64,3.78,-0.1099999999999999,0.1399999999999996
7.6450086,3.686794,proliferative,0.66,0.88,4.76,5.49,0.2199999999999999,0.7300000000000004
5.793493,6.227369,proliferative,0.41,0.64,3.94,4.8,0.23,0.8599999999999999
7.952051,5.778737,proliferative,0.99,0.86,4.77,4.61,-0.13,-0.1599999999999992
4.4698935,1.9121277,proliferative,0.71,0.65,5.56,4.01,-0.0599999999999999,-1.5499999999999998
6.9045005,8.789515,proliferative,1.55,1.83,6.44,4.92,0.28,-1.5200000000000005
8.177989,8.557278,proliferative,0.53,0.77,3.78,4.75,0.24,0.9700000000000002
7.028346,3.7098398,proliferative,1.58,0.68,5.65,4.95,-0.9,-0.7000000000000002
8.310604,8.55159,proliferative,0.67,2.47,4.23,5.05,1.8000000000000005,0.8199999999999994
7.503385,8.324109,proliferative,0.89,0.68,4.68,3.74,-0.2099999999999999,-0.9399999999999996
6.035073,2.3767393,proliferative,0.54,0.97,4.08,4.96,0.4299999999999999,0.8799999999999999
7.9520183,6.237039,proliferative,0.65,0.74,4.95,5.0,0.0899999999999999,0.0499999999999998
4.63292,1.4307168,proliferative,1.42,0.87,4.83,3.89,-0.5499999999999999,-0.94
7.955054,3.9954712,proliferative,1.18,0.58,4.81,3.93,-0.6,-0.8799999999999994
7.5963354,4.445247,proliferative,1.15,0.71,5.1,4.65,-0.4399999999999999,-0.4499999999999993
6.42252,3.9437826,proliferative,1.25,0.75,4.42,4.62,-0.5,0.2000000000000001
8.373526,7.814328,proliferative,2.72,0.79,4.79,4.25,-1.93,-0.54
6.268043,5.6917553,proliferative,0.63,1.12,4.16,5.43,0.4900000000000001,1.2699999999999996
8.0687475,5.3591204,proliferative,0.76,0.67,3.99,4.94,-0.0899999999999999,0.9500000000000002
4.4675226,5.34805,proliferative,0.71,0.6,5.53,4.35,-0.1099999999999999,-1.1800000000000006
8.525795,7.9206634,proliferative,0.65,0.88,3.78,4.35,0.2299999999999999,0.5699999999999998
8.53595,7.9585357,proliferative,0.67,1.13,3.83,4.6,0.4599999999999998,0.7699999999999996
6.503498,6.8504844,proliferative,0.48,0.73,4.8,5.56,0.25,0.7599999999999998
5.891851,2.553807,proliferative,0.68,0.99,4.4,5.04,0.3099999999999999,0.6399999999999997
7.5605164,3.4132133,proliferative,0.76,0.62,4.6,4.61,-0.14,0.0100000000000006
8.336695,7.546314,proliferative,1.33,1.11,5.19,4.29,-0.2199999999999999,-0.9000000000000004
6.5330014,3.4032402,proliferative,0.67,0.72,3.72,4.78,0.0499999999999999,1.06
4.0034156,2.091433,proliferative,0.68,0.69,4.94,4.41,0.0099999999999998,-0.5300000000000002
4.154598,3.5004044,proliferative,2.29,0.82,4.3,4.18,-1.4700000000000002,-0.1200000000000001
4.172725,5.734399,proliferative,1.6,1.98,5.11,5.67,0.3799999999999999,0.5599999999999996
8.68141,7.76367,proliferative,1.01,0.76,4.4,3.41,-0.25,-0.9900000000000002
5.2231607,4.903979,proliferative,0.98,0.68,5.44,4.38,-0.2999999999999999,-1.0600000000000005
7.553104,7.9233537,proliferative,1.26,0.74,4.71,5.12,-0.52,0.4100000000000001
5.854677,3.1201034,proliferative,0.7,1.98,3.85,4.49,1.28,0.6400000000000001
5.8457336,5.052955,proliferative,0.51,0.76,4.91,4.66,0.25,-0.25
7.296464,2.913396,proliferative,1.4,2.27,4.02,4.77,0.8700000000000001,0.75
6.5761094,2.9672813,proliferative,0.99,0.81,3.89,4.83,-0.1799999999999999,0.94
6.26552,2.7002082,proliferative,0.86,0.7,4.05,4.75,-0.16,0.7000000000000002
8.060576,7.9973874,proliferative,0.65,0.64,4.1,3.93,-0.01,-0.1699999999999994
8.507081,6.2215686,proliferative,0.73,0.41,4.27,4.63,-0.32,0.3600000000000003
5.5942283,5.8635187,proliferative,1.06,0.71,3.59,4.39,-0.3500000000000001,0.7999999999999998
6.231537,5.353421,proliferative,0.87,0.58,4.56,3.54,-0.29,-1.0199999999999996
9.038063,5.8841143,proliferative,0.79,0.96,4.93,4.99,0.1699999999999999,0.0600000000000005
3.9566925,2.0975652,proliferative,0.53,0.86,5.53,5.13,0.3299999999999999,-0.4000000000000003
4.4477444,5.1434965,proliferative,0.63,0.68,4.88,4.81,0.05,-0.0700000000000002
8.510102,2.7323532,proliferative,0.57,0.91,4.69,4.87,0.3400000000000001,0.1799999999999997
6.7858276,4.225386,proliferative,0.67,0.69,4.56,4.89,0.0199999999999999,0.33
5.413852,2.6886766,proliferative,1.6,0.74,4.7,4.99,-0.8600000000000001,0.29
8.890549,5.595623,proliferative,1.02,0.73,4.49,4.92,-0.29,0.4299999999999997
6.7892756,8.395029,proliferative,1.31,0.77,5.4,5.55,-0.54,0.1499999999999994
6.70828,5.625389,proliferative,0.8,0.63,4.0,4.5,-0.17,0.5
7.2191315,4.0626225,proliferative,0.79,0.71,4.84,4.77,-0.08,-0.0700000000000002
6.328266,7.742305,proliferative,1.04,0.9,4.99,5.57,-0.14,0.5800000000000001
4.8181763,5.960529,proliferative,1.04,0.55,5.24,3.8,-0.49,-1.4400000000000004
8.976374,4.792062,proliferative,1.43,0.62,5.19,5.16,-0.8099999999999999,-0.0300000000000002
7.614715,5.8179007,proliferative,2.91,2.14,4.47,5.14,-0.77,0.6699999999999999
4.050116,2.078094,proliferative,0.44,0.53,4.37,5.21,0.09,0.8399999999999999
6.1665897,6.8478537,proliferative,0.92,0.83,4.39,5.19,-0.09,0.8000000000000007
4.681762,2.4488833,proliferative,1.17,0.83,5.08,4.97,-0.3399999999999999,-0.1100000000000003
6.646555,5.9202743,proliferative,0.81,0.9,4.35,5.01,0.0899999999999999,0.6600000000000001
8.032403,7.9960113,proliferative,1.03,0.73,4.74,3.78,-0.3,-0.9600000000000004
8.012753,3.7379699,proliferative,0.62,1.17,4.15,3.93,0.5499999999999999,-0.2200000000000002
4.7070227,6.539083,proliferative,1.35,0.62,5.37,4.58,-0.7300000000000001,-0.79
6.4029355,8.304464,proliferative,0.75,2.1,4.41,5.14,1.35,0.7299999999999995
7.8480644,7.772975,proliferative,0.92,0.67,3.99,5.09,-0.25,1.0999999999999996
